id	title	brand	link	price	description	image_link	gtin	availability	condition	product_type	product_category	item_group_id	custom_label_0	custom_label_1	custom_label_2
171584920-1-1702	Amscan - Two Part Shot Glass - Other	Amscan	http://www.totalwine.com/accessories/amscan-two-part-shot-glass/p/171584920-1?glia=true&s=1702	6.99	Two cups, one fun drink! Drop your liquor of choice into the center compartment and add a mixer to the outer compartment to create your favorite drink recipe. Bottoms up! ...	http://www.totalwine.com/media/sys_master/twmmedia/h12/hca/9635621601310.png	013051471958	in stock	new	Accessories & More > Accessories	2559	P87869	Shopping+US+MASS+ENG+SPART	NB	true
171584920-1-203	Amscan - Two Part Shot Glass - Other	Amscan	http://www.totalwine.com/accessories/amscan-two-part-shot-glass/p/171584920-1?glia=true&s=203	6.99	Two cups, one fun drink! Drop your liquor of choice into the center compartment and add a mixer to the outer compartment to create your favorite drink recipe. Bottoms up! ...	http://www.totalwine.com/media/sys_master/twmmedia/h12/hca/9635621601310.png	013051471958	in stock	new	Accessories & More > Accessories	2559	P87869	Shopping+US+VIRG+ENG+SPART	NB	true
171584920-1-303	Amscan - Two Part Shot Glass - Other	Amscan	http://www.totalwine.com/accessories/amscan-two-part-shot-glass/p/171584920-1?glia=true&s=303	6.99	Two cups, one fun drink! Drop your liquor of choice into the center compartment and add a mixer to the outer compartment to create your favorite drink recipe. Bottoms up! ...	http://www.totalwine.com/media/sys_master/twmmedia/h12/hca/9635621601310.png	013051471958	in stock	new	Accessories & More > Accessories	2559	P87869	Shopping+US+NEW +ENG+SPART	NB	true
171584920-1-920	Amscan - Two Part Shot Glass - Other	Amscan	http://www.totalwine.com/accessories/amscan-two-part-shot-glass/p/171584920-1?glia=true&s=920	6.99	Two cups, one fun drink! Drop your liquor of choice into the center compartment and add a mixer to the outer compartment to create your favorite drink recipe. Bottoms up! ...	http://www.totalwine.com/media/sys_master/twmmedia/h12/hca/9635621601310.png	013051471958	in stock	new	Accessories & More > Accessories	2559	P87869	Shopping+US+FLOR+ENG+SPART	NB	true
171589920-1-1006	Amscan - 2oz Shot Glasses - Other	Amscan	http://www.totalwine.com/accessories/amscan-2oz-shot-glasses/p/171589920-1?glia=true&s=1006	8.99		http://www.totalwine.com/media/sys_master/twmmedia/ha9/h98/9635622846494.png	013051273408	in stock	new	Accessories & More > Accessories	2559	P87879	Shopping+US+ARIZ+ENG+SPART	NB	true
171589920-1-1108	Amscan - 2oz Shot Glasses - Other	Amscan	http://www.totalwine.com/accessories/amscan-2oz-shot-glasses/p/171589920-1?glia=true&s=1108	8.99		http://www.totalwine.com/media/sys_master/twmmedia/ha9/h98/9635622846494.png	013051273408	in stock	new	Accessories & More > Accessories	2559	P87879	Shopping+US+CALI+ENG+SPART	NB	true
171589920-1-1401	Amscan - 2oz Shot Glasses - Other	Amscan	http://www.totalwine.com/accessories/amscan-2oz-shot-glasses/p/171589920-1?glia=true&s=1401	8.99		http://www.totalwine.com/media/sys_master/twmmedia/ha9/h98/9635622846494.png	013051273408	in stock	new	Accessories & More > Accessories	2559	P87879	Shopping+US+WASH+ENG+SPART	NB	true
171589920-1-1702	Amscan - 2oz Shot Glasses - Other	Amscan	http://www.totalwine.com/accessories/amscan-2oz-shot-glasses/p/171589920-1?glia=true&s=1702	8.99		http://www.totalwine.com/media/sys_master/twmmedia/ha9/h98/9635622846494.png	013051273408	in stock	new	Accessories & More > Accessories	2559	P87879	Shopping+US+MASS+ENG+SPART	NB	true
171589920-1-203	Amscan - 2oz Shot Glasses - Other	Amscan	http://www.totalwine.com/accessories/amscan-2oz-shot-glasses/p/171589920-1?glia=true&s=203	8.99		http://www.totalwine.com/media/sys_master/twmmedia/ha9/h98/9635622846494.png	013051273408	in stock	new	Accessories & More > Accessories	2559	P87879	Shopping+US+VIRG+ENG+SPART	NB	true
171589920-1-303	Amscan - 2oz Shot Glasses - Other	Amscan	http://www.totalwine.com/accessories/amscan-2oz-shot-glasses/p/171589920-1?glia=true&s=303	8.99		http://www.totalwine.com/media/sys_master/twmmedia/ha9/h98/9635622846494.png	013051273408	in stock	new	Accessories & More > Accessories	2559	P87879	Shopping+US+NEW +ENG+SPART	NB	true
171589920-1-920	Amscan - 2oz Shot Glasses - Other	Amscan	http://www.totalwine.com/accessories/amscan-2oz-shot-glasses/p/171589920-1?glia=true&s=920	8.99		http://www.totalwine.com/media/sys_master/twmmedia/ha9/h98/9635622846494.png	013051273408	in stock	new	Accessories & More > Accessories	2559	P87879	Shopping+US+FLOR+ENG+SPART	NB	true
171590920-1-1006	Amscan - 16oz Black Cup - Other	Amscan	http://www.totalwine.com/accessories/amscan-16oz-black-cup/p/171590920-1?glia=true&s=1006	6.99		http://www.totalwine.com/media/sys_master/twmmedia/hae/h72/9664254345246.png	048419889144	in stock	new	Accessories & More > Accessories	2559	P87880	Shopping+US+ARIZ+ENG+SPART	NB	true
